Transaction,Item,date_time,period_day,weekday_weekend
13f48080-c1d3-4bc3-bddf-b9a3c947c4f5,"{'Tea', 'Soup', 'Hot chocolate', 'Victorian Sponge'}",1477828740,afternoon,weekend
8afe1161-55bf-41a7-ae2a-74b6f86b08d4,{'Tea'},1477828920,afternoon,weekend
e2963e9e-2609-4d8d-a116-2b15c502d579,"{'Juice', 'Cookies', 'Coffee'}",1477829700,afternoon,weekend
2cbd3fac-6fae-46bc-bf43-0b50979d1df5,"{'Hearty & Seasonal', 'Coffee', 'Smoothies', 'Pick and Mix Bowls'}",1477830240,afternoon,weekend
d1c6d943-92cd-4744-954a-4fd073db19ba,"{'Cake', 'Coffee'}",1477830840,afternoon,weekend
64147af5-0177-4cc8-90a9-00adaebd2e38,"{'Tea', 'Mighty Protein', 'Tartine', 'Coffee'}",1477831020,afternoon,weekend
ae7a81c1-c819-47b5-8981-e79667277120,"{'Hearty & Seasonal', 'Frittata', 'Mineral water'}",1477831200,afternoon,weekend
2b226633-7987-4905-a5f7-7fafad355c09,"{'Hearty & Seasonal', 'Muffin', 'Mineral water'}",1477831560,afternoon,weekend
6cd918ef-79b9-4f46-af17-61bff4be7c77,"{'Coffee', 'Tea', 'Frittata', 'Scandinavian', 'Chicken sand'}",1477831740,afternoon,weekend
7651d8d5-e55b-4324-be59-722afe31587c,"{'Tea', 'Victorian Sponge', 'Bread'}",1477831860,afternoon,weekend
3fe3de46-d317-45b2-a31f-630aa45ebee8,{'Fudge'},1477832040,afternoon,weekend
5b4fbde5-d5a5-47f1-b670-d878339da600,{'Muffin'},1477832160,afternoon,weekend
f079cd97-8b99-4e71-90f5-099ad8d9688b,"{'Bread', 'Coffee'}",1477833720,afternoon,weekend
7090d137-dac7-4b57-a63e-a9dc86051b33,"{'Bread', 'Coffee'}",1477833840,afternoon,weekend
57306a83-bfdb-4e2b-ab5e-90c3e3cb4692,"{'Frittata', 'Jam', 'Coffee'}",1477834320,afternoon,weekend
4527d29b-5312-402f-82a2-c6edbd486c31,{'Scandinavian'},1477834500,afternoon,weekend
cbadcf33-51af-4f67-827f-641378090010,{'Fudge'},1477834920,afternoon,weekend
f6cd91dd-92dd-4410-a6a6-50d0a7ac6df2,"{'Muffin', 'Tea', 'Fudge', 'Coffee'}",1477835100,afternoon,weekend
f3f8d1f7-c019-47a9-b41a-700cdef1b90d,"{'Frittata', 'Coffee', 'Bread'}",1477835280,afternoon,weekend
510b26f5-cc73-44bf-b7a4-f21f78ef099f,"{'Cake', 'Coffee'}",1477898880,morning,weekday
e5698aae-a02e-4a95-934c-59a1212d1f88,"{'Tartine', 'Bread'}",1477900020,morning,weekday
608d4ffa-a31c-44c6-8f24-66e998e07a25,"{'Bread', 'Coffee'}",1477900620,morning,weekday
be66bdc6-b854-448c-8a62-96eb5b520ba5,{'Bread'},1477901040,morning,weekday
c533d0ce-f308-42df-9afb-6c7302b6620e,"{'Juice', 'Coffee', 'Pastry', 'Medialuna', 'Bread'}",1477901520,morning,weekday
01aca236-6c84-4119-91c7-5ed01b49fda5,"{'Jam', 'Coffee'}",1477901760,morning,weekday
39bb9fb2-545e-4cd5-8d22-692d7930dbda,"{'Coffee', 'Bread'}",1477902000,morning,weekday
c6e36a19-8936-4d62-820a-f308a14d7af5,{'Tea'},1477902120,morning,weekday
1667723e-ca06-46e8-a5fe-f6c041bd909c,{'Coffee'},1477902420,morning,weekday
0c03d236-6688-48bc-afe3-f3965e9ebf27,"{'Coke', 'Bread'}",1477902540,morning,weekday
c82f3c77-1b51-4970-8b79-9caae180029b,{'Coffee'},1477903140,morning,weekday
0ce38eeb-a2fd-4b5c-8826-1c7d6cad3b83,"{'Tea', 'Farm House', 'Pastry'}",1477903380,morning,weekday
db7d9f43-c5ff-408a-95b7-b194b00e1a60,"{'Pastry', 'Juice', 'Coffee'}",1477903560,morning,weekday
8a7e82fe-24b6-405b-bd55-67c8e5a131c2,"{'Pastry', 'Juice', 'Farm House', 'Coffee'}",1477903920,morning,weekday
32af8863-2778-4b42-809f-80eb131e7d45,"{'Pastry', 'Bread', 'Coffee'}",1477904160,morning,weekday
af5d93aa-1030-4f28-9cf7-050b819b0809,{'Bread'},1477904280,morning,weekday
ab42f5ed-fdbe-4414-a042-d333c81b2b6c,"{'Pastry', 'Farm House', 'Coffee'}",1477904640,morning,weekday
8a49df90-d158-4d98-b531-d7a0091b3a10,{'Bread'},1477904820,morning,weekday
55f4f9f9-e08a-4448-82e8-45591b2b8ed1,"{'Muffin', 'Medialuna', 'Coffee'}",1477905120,morning,weekday
8fee0796-3615-4444-a757-4275e66abcdd,"{'Tea', 'Cake', 'Coffee'}",1477905660,morning,weekday
894c7fbc-d1d7-4f14-9c91-8537fe79c718,"{'Pastry', 'Coffee'}",1477905840,morning,weekday
7b748872-7989-44e3-8f1f-e5a398ee6c97,"{'Tea', 'Coffee'}",1477906020,morning,weekday
b72f5c17-9d35-4f40-8b7f-89b9fec4d0c0,"{'Muffin', 'Farm House'}",1477906260,morning,weekday
3584be65-d570-4d7c-9527-2984d57d9fa3,"{'Muffin', 'Pastry', 'Bread'}",1477906560,morning,weekday
39c70209-8f00-4b0e-91cd-cb215b03009d,{'Coffee'},1477906680,morning,weekday
fc8ac2bc-887b-479d-83d4-64dfeaeabbb4,{'Coffee'},1477907940,morning,weekday
b0e041e0-3ee2-4581-9efc-5f46ec0390eb,"{'Cake', 'Coffee'}",1477908120,morning,weekday
fa594149-0385-44cd-9d43-d717f7f52df2,{'Farm House'},1477908300,morning,weekday
33e3940b-ba07-4193-9fc0-0a77414f78b6,{'Bread'},1477908480,morning,weekday
7b0111e5-511f-427e-9477-06600687b661,{'Coffee'},1477908660,morning,weekday
f1c31307-9a52-493c-9cab-9bf6b32806a8,"{'Cake', 'Cookies', 'My-5 Fruit Shoot', 'Coffee'}",1477908780,morning,weekday
032be79c-d3d3-48ce-9008-75ef61f01b02,"{'Tea', 'Cookies', 'Pastry'}",1477909080,morning,weekday
59929f37-2108-41be-be5b-6ecc8b8529f2,"{'Muffin', 'Coffee'}",1477909500,morning,weekday
bbb9224f-5700-4954-a830-3e92b70b2959,"{'Farm House', 'Bread', 'Coffee'}",1477909800,morning,weekday
ae353c9b-c9a0-4b4c-a867-540b5b620407,{'Cookies'},1477910220,morning,weekday
f1a7ea3a-4bdb-49c6-a01f-75a07113cb5a,"{'Juice', 'Jam', 'Soup', 'Coffee'}",1477910580,morning,weekday
ad7c2c06-95aa-428e-9ef7-b5479bad2921,{'Tea'},1477910820,morning,weekday
5590ab96-7de2-4199-9e9d-27409addf18e,"{'Jam', 'Farm House', 'Coffee'}",1477911180,morning,weekday
1558b043-b2d2-452a-b6f8-d21f45a01adc,"{'Tea', 'Tartine', 'Coffee'}",1477911300,morning,weekday
b1e4ee36-f41c-470f-af9c-c47704c51958,"{'Cake', 'Coffee'}",1477911540,morning,weekday
f0c609f9-c3b6-4c61-b26e-e82a4cacf36b,"{'Muffin', 'Coffee'}",1477911780,afternoon,weekday
a42c0885-a3ac-4318-8152-42cd1ec81509,"{'Coffee', 'Bread'}",1477912080,afternoon,weekday
c6269222-ef1e-4f28-b84d-ea5da1833269,"{'Cookies', 'Tea', 'Juice', 'Pick and Mix Bowls'}",1477912440,afternoon,weekday
4e1ffaeb-77f7-4bc7-8d49-cdc560fe58c9,"{'Hearty & Seasonal', 'Soup'}",1477912560,afternoon,weekday
fbe6331d-7726-4589-8360-ca056b06f1ab,"{'Hearty & Seasonal', 'Tea', 'Farm House', 'Bread'}",1477912800,afternoon,weekday
a670a79c-e33b-4eac-97ec-263007abd8e8,"{'Tea', 'Soup'}",1477913220,afternoon,weekday
6bb2c8a7-8ba1-4c75-8a6a-208bbfef39fb,{'Farm House'},1477913820,afternoon,weekday
10dc5d72-5c74-44ed-9a1e-b41789849ba9,"{'Hearty & Seasonal', 'Soup', 'Coffee'}",1477914180,afternoon,weekday
3e54c22d-8f4c-405f-866a-3c4d71681740,"{'Hearty & Seasonal', 'Muffin', 'Bread'}",1477914600,afternoon,weekday
b189bf73-3712-48ed-b254-ceb90676f0f9,"{'Cookies', 'Bread', 'Coffee'}",1477914840,afternoon,weekday
22edf635-b431-420c-a968-969086a91d36,"{'Muffin', 'Tea'}",1477914960,afternoon,weekday
e628cdbb-68ae-44d0-8f4b-9a7f78451d04,{'Tea'},1477915140,afternoon,weekday
8e7bbc58-7e76-4e50-a093-ae5c99a65770,"{'Hearty & Seasonal', 'Soup'}",1477915320,afternoon,weekday
e83aaa64-08ba-4d23-a561-646709fa990d,"{'Tea', 'Focaccia', 'Coffee'}",1477915500,afternoon,weekday
014c3f16-e2f8-454f-b573-bf905bf16c07,"{'Sandwich', 'Tartine', 'Coffee'}",1477915740,afternoon,weekday
a2271f7b-3610-46cf-9242-975341706614,"{'Fudge', 'Coffee'}",1477916460,afternoon,weekday
568b1cd8-59b3-4df2-b33d-6bc946336558,{'Coffee'},1477916760,afternoon,weekday
3650c304-4689-49f8-bf4b-b518bc0843d7,{'Bread'},1477917060,afternoon,weekday
0dda11a2-e3b3-4610-9f0a-83b8f3a03c54,"{'Muffin', 'Coke', 'Soup'}",1477918260,afternoon,weekday
a890ec41-5bf0-43da-b3c6-2fd7ac6d872c,"{'Muffin', 'Tea', 'Cookies', 'Coffee'}",1477918500,afternoon,weekday
0cdc92be-b0c2-4829-8a7a-f26bd8b3e6f9,"{'Hearty & Seasonal', 'Muffin', 'Mighty Protein', 'Sandwich', 'Coffee', 'Tea', 'Coke'}",1477918860,afternoon,weekday
242b86aa-d03f-4e96-a5f9-88bbf65b4ce8,"{'Muffin', 'Bread', 'Coffee'}",1477919100,afternoon,weekday
95d9ec9b-3eba-4cf6-9726-df26e7ddd933,"{'Muffin', 'Coffee'}",1477920000,afternoon,weekday
ccdcd55e-d631-489f-a5de-4aa05afaa720,"{'Cookies', 'Hot chocolate', 'Bread'}",1477920120,afternoon,weekday
cc2d4a98-f1f5-40a0-9cfd-2c1a58766da3,"{'Muffin', 'Mineral water'}",1477920900,afternoon,weekday
9b343470-dc82-4072-866b-bbaa4163f090,{'Tea'},1477921320,afternoon,weekday
e7c85962-67a5-4553-8372-3631352f7bbd,{'Muffin'},1477921440,afternoon,weekday
2cfc2d66-d4c8-41f9-a4f2-9e9546475631,"{'Hearty & Seasonal', 'Juice', 'Sandwich', 'Tea', 'Mineral water', 'Coffee', 'Muffin', 'Bread'}",1477921800,afternoon,weekday
c96128d2-daff-4a57-8aef-14a3e65d813f,"{'Tea', 'Coffee'}",1477922160,afternoon,weekday
d835b34c-c84a-4311-9cd6-68c10b73794d,{'Mineral water'},1477922700,afternoon,weekday
24a267e8-5df0-44a8-8301-56ab3b1ec322,{'Coffee'},1477923360,afternoon,weekday
6b556e70-284d-47b4-9ca0-f936b4c31201,"{'Tea', 'Soup'}",1477923600,afternoon,weekday
24944309-2ffb-4628-a8f5-553c9f856e29,"{'Coffee', 'Bread'}",1477929960,evening,weekday
787f08d1-032d-4b01-b83c-e234c6236146,"{'Muffin', 'Bread'}",1477930080,evening,weekday
85f08c04-4908-457c-95fa-07699941742e,{'Coffee'},1477932000,evening,weekday
b654422e-49e0-4c86-8928-7ab5b2dd146d,{'Bread'},1477932540,evening,weekday
0f27cfe2-48b2-4fa1-b2ec-3de052d22b00,"{'Cookies', 'Coffee'}",1477934520,evening,weekday
2815a7a8-4268-4ddc-8fb4-ea7a8f55b016,"{'Pastry', 'Coffee'}",1477983060,morning,weekday
21fcbee8-1fa6-4998-8f5f-e09075117a75,"{'Pastry', 'Coffee'}",1477984800,morning,weekday
d9706ef1-107a-4936-8630-a82f734fcebc,"{'Tea', 'Jam'}",1477984920,morning,weekday
36fd9e2d-4350-4244-b54d-b15e4c37a9a7,{'Tea'},1477986300,morning,weekday
c9265df9-c396-4d7c-89bf-d8d7b631e548,"{'Pastry', ""Ella's Kitchen Pouches""}",1477987620,morning,weekday
6ae30c75-5b28-4ecd-89e8-45026ba1cc3e,{'Pastry'},1477987740,morning,weekday
a2904365-dbf6-4b66-befd-518e4e4dc5fb,"{'Tea', 'Farm House'}",1477988760,morning,weekday
53c087e1-a0fd-496d-88e7-bdcfe61fb3e5,"{'Tea', 'Victorian Sponge'}",1477988940,morning,weekday
dd151755-720c-4d39-9996-b562051cf325,"{'Tea', 'Pastry'}",1477989780,morning,weekday
ed7fafc3-4118-442d-b38e-8e6db3a5ddb1,{'Bread'},1477990920,morning,weekday
810c6e55-3ffe-46cc-a446-66f1754e78f4,{'Coffee'},1477991040,morning,weekday
1f4ac082-2c14-4fe8-aff7-0f488bc80593,"{'Coffee', 'Bread'}",1477992540,morning,weekday
cfbfabba-2878-4dac-95b5-8bfb212b6eca,"{'Pastry', 'Coffee'}",1477992840,morning,weekday
47947531-74cf-4384-9e7a-0896cc74405b,"{'Tea', 'Soup'}",1477993800,morning,weekday
0cf8f648-1109-48c4-89c7-ac9b33168002,{'Bread'},1477994160,morning,weekday
319d79ce-2d8a-47d3-930b-a57bbcbb8dad,{'Coffee'},1477994400,morning,weekday
8e6e9826-5ca4-4b61-a0e7-24cfab60e43a,{'Bread'},1477994640,morning,weekday
4ece5158-783b-4279-94f3-29a1421556b2,"{'Scandinavian', 'Bread'}",1477994760,morning,weekday
520d5600-cf12-41cc-b02b-686019992dab,"{'Cookies', 'Cake', 'Bread'}",1477994880,morning,weekday
c3c40407-e28a-4ef9-80b4-e0d58eacb25c,"{'Tea', 'Cookies', 'Coffee'}",1477995060,morning,weekday
3b66144f-0029-45b1-84b3-e8eb60655513,{'Coffee'},1477995180,morning,weekday
debd2f25-c8ee-4176-8192-d479b03affbd,{'Bread'},1477995360,morning,weekday
0b326952-49d7-4753-8718-c587726ba4df,"{'Pastry', 'Coffee'}",1477995780,morning,weekday
3a95f50b-2aa8-4222-be9a-8775e9ee4cb1,{'Coffee'},1477995900,morning,weekday
106cac1d-a20a-429d-bd13-be673668cfee,"{'Scandinavian', 'Bread'}",1477996200,morning,weekday
7c36bd4c-037b-405b-893a-f6ecf37bba99,"{'Pastry', 'Coffee'}",1477997340,morning,weekday
6540f3b7-56a5-4f48-91b8-4b62dd9dc968,"{'Pastry', 'Scandinavian', 'Coffee'}",1477997640,morning,weekday
bb587b33-073c-4ec2-b29f-ebcf5385f574,"{'Hearty & Seasonal', 'Muffin', 'Coffee'}",1477998180,afternoon,weekday
7b1bc16f-862e-43e3-ba41-4aba06355536,"{'Coffee', 'Bread'}",1477998600,afternoon,weekday
3d0a1369-8cd2-45e1-b9b2-0e565754f0ba,{'Scandinavian'},1477998720,afternoon,weekday
5ee5cf5d-5b96-4de4-8212-2f622e4fc7fb,"{'Soup', 'Coffee'}",1477998900,afternoon,weekday
dd25da6e-894b-4518-bc0b-92be0434a4c6,"{'Cookies', 'Tartine', 'Coffee'}",1477999200,afternoon,weekday
c1675a71-fbb0-49bf-8901-97a77b2ba726,{'Bread'},1477999320,afternoon,weekday
ef3edcf2-2fa2-4f89-a14a-f63f7948b366,"{'Tea', 'Bread'}",1477999560,afternoon,weekday
7e09dda2-ac91-4c4f-9b8b-3ea487e6ac17,"{'Pastry', 'Tartine', 'Coffee'}",1477999860,afternoon,weekday
ebc3efd9-5433-4c15-9f08-bae746de47ce,"{'Cookies', 'Bread'}",1477999980,afternoon,weekday
fc301e99-083f-480d-b255-85556b84a6a4,{'Sandwich'},1478000220,afternoon,weekday
c6db440f-5da6-45cd-b167-2dccb25ed8e9,{'Tartine'},1478000460,afternoon,weekday
54c9eb18-6188-4e20-b368-13edeb7ee02f,"{'Pastry', 'Bread'}",1478000940,afternoon,weekday
de15c4cc-0e71-452e-808a-c845b46569e4,"{'Scandinavian', 'Bread'}",1478001180,afternoon,weekday
9663230e-95cd-4168-93d0-c5037bc0ce31,{'Scandinavian'},1478002080,afternoon,weekday
8cec3f2e-39f9-44d7-ab66-f6157a4613fa,"{'Alfajores', 'Coffee'}",1478002260,afternoon,weekday
15cc78df-4e32-4d45-9b30-2a6c44aed062,{'Coffee'},1478002500,afternoon,weekday
76d6fc4d-7c1c-40a1-9455-ea4ebed59af9,"{'Coke', 'Soup', 'Coffee'}",1478002740,afternoon,weekday
cb70325a-bbca-41dd-898e-e945a6707546,{'Cake'},1478002860,afternoon,weekday
05e30029-ae08-4e7b-b08b-233a44309915,"{'Tea', 'Soup', 'Sandwich'}",1478003460,afternoon,weekday
b80566f6-9129-4af9-9e4e-2b9ae990d30c,{'Coffee'},1478003580,afternoon,weekday
90405b2a-e8a4-4f48-b8e2-e5a1bccff9e5,"{'Hearty & Seasonal', 'Bread'}",1478003820,afternoon,weekday
cd548892-8672-4d27-bc2a-d6666f398a39,{'Alfajores'},1478004060,afternoon,weekday
2a7c4c75-f98b-4e3b-9cf0-6b1a1eb2be95,{'Cake'},1478004300,afternoon,weekday
60cba969-77b0-4a67-9d6d-c6303f8954ae,"{'Tea', 'Bread'}",1478005800,afternoon,weekday
f7f7b0b8-1c8e-4ba6-ac2f-d0c9e08882c6,"{'Coffee', 'Soup', 'Bread', 'Tea'}",1478006040,afternoon,weekday
4ab7adb7-5612-4d92-9438-a7ea1ba0da81,{'Scandinavian'},1478006280,afternoon,weekday
ed1715d5-70b3-4058-8e33-4fe5b642a043,{'Fudge'},1478006520,afternoon,weekday
af682d09-cf2e-4522-bc17-efa9d34e9b90,"{'Sandwich', 'Coffee'}",1478006700,afternoon,weekday
e3d0e403-bfc9-450f-ae76-d5f7783f18ab,"{'Muffin', 'Bread', 'Tea', 'Cookies', 'Pastry'}",1478007420,afternoon,weekday
cd1b8c40-de62-448f-96ef-c548cce3769d,{'Scandinavian'},1478007720,afternoon,weekday
0bd9ed33-713f-4829-93ed-b1d83a1d4007,"{'Tea', 'Jam'}",1478008440,afternoon,weekday
3fef0fae-f41f-430d-8563-9aee03ec36f6,"{'Juice', 'Alfajores', 'Tea'}",1478008920,afternoon,weekday
23b954c7-a389-43c5-8fa0-c6125211a800,"{'Muffin', 'Cake', 'Soup', 'Coffee'}",1478009880,afternoon,weekday
469fff7c-2343-43dc-be5f-30e2200127d1,"{'Cake', 'Hot chocolate', 'Coffee'}",1478010780,afternoon,weekday
343392ae-7214-4c7e-a20d-04f2b9ae26b8,"{'Cookies', 'Cake'}",1478011020,afternoon,weekday
7d95c93e-49e6-4bed-b346-8bc9a9bb035d,"{'Tea', 'Bread'}",1478011680,afternoon,weekday
f64a8a8b-98ee-4836-a2e0-dfca9db6b45d,"{'Juice', 'Alfajores', 'Soup', 'Coffee', 'Tea'}",1478012880,afternoon,weekday
7397cf75-25d5-4a4d-a840-fdc6902b9a1e,"{'Cookies', 'Hot chocolate'}",1478013000,afternoon,weekday
db10f264-67ea-4b48-a033-1196880f6145,"{'Medialuna', 'Coffee'}",1478013960,afternoon,weekday
eec02a13-e1e3-4798-92ee-d828cb96d8fb,"{'Eggs', 'Bread'}",1478014080,afternoon,weekday
ddffaf41-3eaf-49b3-ab13-856d0d1d6238,{'Scandinavian'},1478018760,evening,weekday
cbefa752-94e5-47c5-93bc-0521915a3a15,{'Medialuna'},1478022180,evening,weekday
861b7484-e8a3-46ed-b7b4-73beb61ba4a7,"{'Pastry', 'Coffee'}",1478070120,morning,weekday
e6ebe848-5561-47a1-9f69-9e9bd2dbb786,"{'Bread', 'Coffee'}",1478070300,morning,weekday
b5a49673-b422-4f22-9f98-39f28ad58742,"{'Pastry', 'Coffee', 'Bread'}",1478070480,morning,weekday
26ca4c4b-4747-49cf-9b90-05daf46ef3ca,"{'Pastry', 'Coffee'}",1478070720,morning,weekday
128747e6-522b-4128-bb21-9444436f47a2,"{'Pastry', 'Hot chocolate', 'Coffee'}",1478071740,morning,weekday
b8e07b26-58ea-4aac-9356-e3c2bb9fbc5e,{'Coke'},1478073180,morning,weekday
ab223827-d898-4980-8960-2107e3a80bbb,"{'Tea', 'Jam', 'Coffee'}",1478073780,morning,weekday
ff0f1cf9-942d-4976-92d3-74ce9281d5c9,"{'Pastry', 'Bread'}",1478073900,morning,weekday
b261016b-d759-4918-ae58-253e1456febf,"{'Alfajores', 'Farm House', 'Coffee'}",1478074680,morning,weekday
30dd56f2-8ac6-4b64-a1c4-a13d90aa849f,"{'Tea', 'Pastry'}",1478074920,morning,weekday
1d737459-e3ae-4525-be0e-c3fd276db7f9,{'Bread'},1478075100,morning,weekday
5274729c-f438-46a0-a5c9-000c01b9e8d4,"{'Jam', 'Coffee'}",1478075220,morning,weekday
6e489078-6515-4df0-99f9-7b94c678a249,"{'Tea', 'Pastry', 'Coffee'}",1478075580,morning,weekday
894cfa55-29a1-40ea-906a-6b56ae0e3cb0,{'Farm House'},1478075700,morning,weekday
aeb689a1-d8cf-4fa2-8f09-93f1ccaa3a5e,"{'Coffee', 'Farm House', 'Bread', 'Pastry'}",1478076840,morning,weekday
75dc5dd3-732f-441c-9241-44777a36e039,"{'Pastry', 'Farm House', 'Coffee'}",1478077980,morning,weekday
4ad8f639-8c8c-4f27-85c4-d3911cb92a3f,{'Coffee'},1478078100,morning,weekday
9eaa3afd-7cdf-490b-9fd0-4bf5238d9835,"{'Pastry', 'Coffee'}",1478078220,morning,weekday
8bd607d9-afff-43eb-9752-6033c5aeffb8,{'Bread'},1478078940,morning,weekday
d80a2478-94fd-4bcd-bdb6-ff86235d571a,"{'Pastry', 'Coffee', 'Bread'}",1478079420,morning,weekday
8b89bb6f-d30c-48be-b227-34f912c50600,"{'Pastry', 'Coffee'}",1478079840,morning,weekday
614fc4ca-0587-440d-acbd-b5bcbfb41cf0,"{'Farm House', 'Coffee'}",1478080080,morning,weekday
fc8ad43f-1653-4e38-9aaf-13bd637cd08b,"{'Juice', 'Alfajores', 'Farm House', 'Bread', 'Pastry'}",1478080380,morning,weekday
b10cb391-c430-4312-a98f-c1a65bfefd80,"{'Pastry', 'Coffee'}",1478080560,morning,weekday
4fc928c7-2c61-4936-a337-c4d8bad4783b,"{'Alfajores', 'Bread'}",1478080800,morning,weekday
1d308b31-6ee5-41a8-9284-f3f494161082,"{'Cookies', 'Coffee'}",1478081040,morning,weekday
97cb5690-ce2f-45c3-b182-53725407f903,{'Cookies'},1478081700,morning,weekday
e9d97dd6-9a92-4359-be0c-3e555f41fb22,{'Hearty & Seasonal'},1478082540,morning,weekday
f5f8b154-bd14-4304-87ee-59d4f643a50e,{'Coffee'},1478082900,morning,weekday
77ccc600-593c-4411-9388-7725cec89195,"{'Tartine', 'Jam', 'Bread'}",1478083140,morning,weekday
ec912e6d-7937-48ba-baf1-c42529d506bc,"{'Scandinavian', 'Farm House'}",1478084280,morning,weekday
7374caf5-3fb2-4ab8-964b-23ae438546d0,"{'Hearty & Seasonal', 'Muffin', 'Scandinavian', 'Coffee'}",1478084760,afternoon,weekday
